Time,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,Prs,Temp
8.565072,-1.365,-0.278,0.547,26.276,-243.154,-156.1,-0.245,0.255,-1.095,,
8.579248,-1.523,-0.316,0.338,22.855,-273.394,-172.655,-0.267,0.258,-1.089,,
8.593136,-1.618,-0.381,0.306,18.55,-286.72,-183.199,-0.3,0.25,-1.088,,
8.607408,-1.678,-0.228,0.261,11.541,-286.72,-204.006,-0.33,0.251,-1.068,96831.891,41.677
8.625488,-1.804,-0.086,0.294,11.9,-277.891,-206.378,-0.391,0.228,-1.03,,
8.639568,-1.846,-0.017,0.091,13.309,-244.702,-191.109,-0.415,0.213,-1.017,,
8.653744,-1.884,-0.003,0.012,16.712,-204.391,-154.814,-0.437,0.206,-0.999,,
8.667792,-1.865,0.094,0.023,20.466,-156.039,-101.202,-0.453,0.2,-0.978,,
8.682,-1.876,0.113,-0.072,24.535,-98.403,-51.87,-0.463,0.191,-0.97,96852.016,41.676
8.696176,-1.87,0.135,-0.12,28.971,-37.678,-4.13,-0.472,0.187,-0.965,,
8.7132,-1.835,0.134,-0.105,39.06,29.523,52.465,-0.471,0.186,-0.962,,
8.727248,-1.87,0.075,0.001,48.134,78.26,96.889,-0.477,0.191,-0.959,,
8.741296,-1.865,0.053,0.111,54.46,102.314,142.424,-0.463,0.215,-0.967,,
8.755344,-1.907,-0.027,0.187,55.037,113.89,170.879,-0.457,0.23,-0.987,96870.406,41.678
8.769424,-1.883,-0.122,0.232,51.222,101.08,188.379,-0.449,0.244,-0.984,,
8.78344,-1.885,-0.239,0.297,43.785,89.819,178.658,-0.431,0.261,-0.986,,
8.797712,-1.837,-0.36,0.317,39.191,68.416,154.044,-0.421,0.275,-0.998,,
8.815888,-1.799,-0.469,0.247,35.403,34.353,92.785,-0.414,0.285,-1,,
8.841488,-1.652,-0.419,0.322,32.716,-26.994,4.734,-0.401,0.306,-1.009,96877.781,41.679
8.855728,-1.578,-0.332,0.379,26.574,-61.189,-52.167,-0.408,0.308,-0.995,,
8.87,-1.502,-0.316,0.396,22.776,-94.132,-92.636,-0.42,0.306,-0.991,,
8.884432,-1.517,-0.305,0.298,16.809,-123.366,-138.784,-0.424,0.3,-0.983,,
8.898672,-1.428,-0.284,0.228,11.007,-143.482,-173.005,-0.444,0.295,-0.973,,
8.913008,-1.343,-0.272,0.138,5.705,-155.391,-200.917,-0.459,0.285,-0.96,96884.531,41.677
8.925808,-1.282,-0.231,0.161,0.892,-158.375,-221.996,-0.472,0.265,-0.949,,
8.939952,-1.209,-0.168,0.095,-2.424,-153.589,-233.24,-0.487,0.245,-0.935,,
8.954416,-1.169,-0.068,0.054,-5.644,-144.366,-238.674,-0.5,0.227,-0.92,,
8.96856,-1.058,0.016,0.046,-6.309,-129.894,-225.356,-0.508,0.208,-0.908,,
8.982992,-1.061,0.033,0.086,-4.9,-121.363,-204.601,-0.518,0.187,-0.899,96894.859,41.675
8.997136,-0.991,0.066,0.049,-4.077,-110.119,-183.339,-0.523,0.165,-0.879,,
9.014352,-0.918,0.082,0.002,4.375,-96.215,-145.871,-0.535,0.132,-0.875,,
9.028592,-0.839,0.075,-0.042,9.818,-78.374,-118.256,-0.536,0.121,-0.856,,
9.0428,-0.813,0.075,0.006,15.864,-55.046,-99.47,-0.536,0.105,-0.849,,
9.05704,-0.791,0.098,-0.062,22.907,-36.89,-73.185,-0.535,0.097,-0.848,96914.547,41.683
9.07128,-0.77,0.112,0.003,28.805,-24.535,-43.995,-0.542,0.093,-0.841,,
9.085328,-0.764,0.18,0.038,31.859,-23.468,-9.363,-0.541,0.09,-0.842,,
9.103728,-0.874,0.129,0.087,32.576,-32.287,40.915,-0.54,0.091,-0.842,,
9.117968,-0.859,0.115,0.084,31.229,-44.345,70.849,-0.539,0.1,-0.835,,
9.13224,-0.849,0.118,0.119,32.217,-60.104,98.289,-0.546,0.109,-0.835,96928.469,41.681
9.146384,-0.972,0.035,-0.066,36.522,-66.754,123.97,-0.547,0.116,-0.817,,
9.160528,-0.996,0.013,0.01,38.159,-60.174,131.084,-0.551,0.129,-0.81,,
9.17496,-1.026,0.022,0.152,39.27,-56.998,137.646,-0.553,0.144,-0.803,,
9.18904,-1.061,0.012,0.26,40.556,-70.009,152.477,-0.552,0.162,-0.81,,
9.206256,-1.144,-0.027,0.122,38.019,-88.007,159.766,-0.558,0.187,-0.794,96922.375,41.675
9.2204,-1.174,-0.091,0.037,33.259,-98.394,152.67,-0.562,0.207,-0.784,,
9.234608,-1.171,-0.122,-0.046,31.657,-122.999,139.291,-0.561,0.224,-0.771,,
9.24888,-1.132,-0.223,-0.151,24.894,-126.875,107.993,-0.562,0.239,-0.752,,
9.26296,-1.146,-0.203,-0.057,8.899,-105.131,64.741,-0.566,0.252,-0.737,,
9.277232,-1.199,-0.205,-0.159,2.476,-95.734,29.382,-0.564,0.256,-0.732,96939.781,41.678
9.295632,-1.024,-0.168,0.004,-8.592,-79.231,-11.988,-0.569,0.262,-0.725,,
9.310352,-1.085,-0.16,-0.026,-21.919,-56.026,-42.096,-0.57,0.258,-0.711,,
9.325072,-1.01,-0.118,0.007,-29.733,-45.763,-63.534,-0.569,0.256,-0.702,,
9.339824,-0.907,-0.168,-0.081,-39.533,-28.823,-88.121,-0.57,0.252,-0.702,,
9.354576,-0.856,-0.146,-0.196,-55.423,2.599,-121.319,-0.571,0.239,-0.694,96948.344,41.679
9.36936,-1.08,-0.127,-0.208,-60.235,27.239,-142.406,-0.574,0.227,-0.703,,
9.386896,-0.892,-0.045,-0.195,-64.916,47.967,-158.83,-0.579,0.187,-0.713,,
9.401776,-0.987,-0.005,-0.165,-69.221,64.365,-163.371,-0.576,0.176,-0.72,,
9.416336,-0.913,0.071,-0.007,-72.38,67.97,-154.087,-0.577,0.159,-0.719,,
9.431152,-0.868,0.053,-0.026,-74.716,59.377,-134.96,-0.574,0.137,-0.718,96961.828,41.686
9.445776,-0.76,0.035,-0.056,-76.869,62.423,-129.605,-0.571,0.126,-0.741,,
9.460336,-0.89,0.086,-0.034,-77.481,66.658,-118.003,-0.564,0.112,-0.738,,
9.475088,-0.894,0.107,-0.075,-78.033,66.535,-98.683,-0.562,0.099,-0.739,,
9.493744,-0.769,0.131,-0.014,-80.124,63.158,-65.923,-0.561,0.08,-0.762,,
9.508496,-0.746,0.188,0.014,-83.003,58.502,-38.728,-0.553,0.068,-0.752,96958.687,41.677
9.52312,-0.819,0.244,0.048,-86.94,50.111,3.378,-0.556,0.059,-0.758,,
9.537712,-0.743,0.146,0.042,-90.414,43.409,43.776,-0.553,0.063,-0.764,,
9.552464,-0.765,0.127,-0.062,-92.942,39.559,68.556,-0.554,0.064,-0.755,,
9.567184,-0.859,0.117,-0.029,-91.298,46.778,94.938,-0.556,0.071,-0.771,,
9.584944,-0.795,0.083,-0.045,-90.58,49.779,122.054,-0.559,0.082,-0.766,96962.937,41.68
9.599536,-0.764,0.095,-0.05,-90.457,55.423,142.546,-0.555,0.091,-0.774,,
9.614096,-0.818,0.094,-0.07,-90.554,61.127,162.601,-0.56,0.106,-0.782,,
9.628944,-0.923,0.046,-0.055,-91.516,64.382,182.079,-0.554,0.122,-0.787,,
9.643504,-0.986,0.02,-0.041,-92.111,65.643,189.542,-0.563,0.136,-0.783,,
9.658224,-1.017,-0.024,-0.003,-91.481,75.075,196.473,-0.557,0.172,-0.811,96979.453,41.679
9.676976,-0.963,-0.097,-0.061,-94.22,83.659,177.564,-0.56,0.183,-0.811,,
9.691536,-0.96,-0.09,-0.015,-96.408,93.966,164.01,-0.556,0.2,-0.813,,
9.706288,-0.97,-0.149,0.016,-100.573,101.071,146.545,-0.548,0.217,-0.834,,
9.720912,-1.006,-0.241,0.032,-100.345,102.287,112.595,-0.547,0.219,-0.84,,
9.735664,-1.053,-0.254,0.026,-101.308,98.997,70.901,-0.535,0.235,-0.869,96998.047,41.682
9.750288,-1.157,-0.307,0.064,-101.272,90.571,20.624,-0.534,0.237,-0.88,,
9.764816,-1.13,-0.305,0.045,-101.92,78.829,-41.072,-0.522,0.234,-0.891,,
9.782576,-1.173,-0.221,0.037,-100.713,60.489,-106.435,-0.522,0.224,-0.893,,
9.797136,-1.159,-0.083,0.053,-100.327,50.522,-139.746,-0.524,0.211,-0.896,,
9.811888,-1.159,-0.201,0.111,-99.024,34.178,-161.324,-0.521,0.192,-0.887,96992.609,41.679
9.82648,-1.165,-0.18,0.027,-93.651,7.919,-201.723,-0.519,0.149,-0.909,,
9.841072,-1.214,-0.116,0.054,-88.62,-14.236,-229.687,-0.517,0.127,-0.907,,
9.855824,-1.214,-0.102,0.053,-84.228,-38.509,-252.481,-0.514,0.102,-0.894,,
9.874512,-1.157,0.035,0.01,-84.385,-50.339,-259.149,-0.515,0.07,-0.894,,
9.889264,-1.078,0.141,-0.064,-84.954,-47.784,-243.224,-0.505,0.05,-0.879,96980.344,41.683
9.904048,-1.013,0.255,-0.143,-82.924,-23.529,-202.3,-0.495,-0.004,-0.872,,
9.918672,-1.172,0.17,0.008,-80.955,-4.646,-153.571,-0.486,-0.025,-0.863,,
9.933424,-1.108,0.168,-0.139,-81.147,-0.858,-129.098,-0.478,-0.04,-0.859,,
9.948016,-1.206,0.19,-0.081,-79.082,11.454,-97.755,-0.473,-0.057,-0.849,,
9.965744,-1.049,0.206,-0.133,-78.111,29.68,-66.342,-0.469,-0.066,-0.858,96984.234,41.679
9.9804,-1.034,0.239,-0.097,-76.09,56.455,-33.022,-0.461,-0.077,-0.844,,
9.99496,-0.972,0.286,-0.1,-70.893,92.558,13.318,-0.453,-0.088,-0.859,,
10.009712,-0.947,0.261,-0.029,-64.645,130.279,56.236,-0.451,-0.082,-0.855,,
10.024272,-0.993,0.192,0.022,-64.173,143.64,91.621,-0.447,-0.086,-0.847,,
10.038992,-1.068,0.113,0.048,-63.735,139.816,105.158,-0.447,-0.086,-0.863,96983.266,41.68
10.053616,-1.085,0.112,0.079,-62.965,132.387,112.455,-0.446,-0.079,-0.886,,
10.07224,-0.976,0.053,0.045,-64.409,121.415,110.171,-0.448,-0.071,-0.895,,
10.086928,-0.955,0.094,-0.034,-64.934,124.924,103.994,-0.445,-0.063,-0.9,,
10.101456,-0.94,0.163,0.035,-65.363,138.434,114.625,-0.45,-0.055,-0.898,,
10.116208,-1.118,0.043,0.134,-67.848,142.258,118.414,-0.446,-0.056,-0.902,97010.547,41.679
10.130768,-0.984,-0.003,0.189,-66.29,125.676,108.439,-0.444,-0.047,-0.91,,
10.145328,-1.104,-0.045,0.266,-56.289,83.414,90.046,-0.44,-0.04,-0.919,,
10.162992,-1.037,-0.067,0.228,-43.916,19.67,55.318,-0.446,-0.037,-0.923,,
10.177584,-1.047,-0.059,0.189,-35.516,-26.128,19.792,-0.445,-0.031,-0.918,,
10.192304,-1.075,-0.079,0.07,-34.51,-50.391,-18.034,-0.448,-0.034,-0.918,97020.781,41.671
10.206928,-0.99,0.047,0.148,-39.917,-49.123,-43.566,-0.448,-0.039,-0.906,,
10.22152,-0.955,-0.017,0.184,-41.108,-57.496,-55.764,-0.445,-0.043,-0.918,,
10.236208,-0.954,-0.009,0.19,-37.949,-74.445,-76.921,-0.448,-0.05,-0.897,,
10.254928,-1.024,0.02,0.135,-28.726,-106.295,-97.72,-0.444,-0.065,-0.891,,
10.269616,-0.899,0.044,0.097,-22.96,-136.482,-109.751,-0.443,-0.073,-0.871,97037.969,41.673
10.284272,-0.815,0.055,0.073,-23.573,-139.895,-123.279,-0.447,-0.088,-0.855,,
10.298864,-0.796,0.094,-0.046,-26.583,-125.003,-136.701,-0.446,-0.099,-0.846,,
10.313616,-0.679,0.16,-0.165,-28.481,-90.493,-143.701,-0.443,-0.109,-0.838,,
10.328144,-0.69,0.181,-0.045,-27.737,-50.733,-135.818,-0.438,-0.123,-0.824,,
10.342928,-0.843,0.194,-0.011,-27.116,-30.424,-128.774,-0.421,-0.147,-0.827,97029.922,41.669
10.360432,-0.975,0.274,-0.078,-25.874,-20.239,-108.325,-0.415,-0.156,-0.81,,
10.374928,-0.845,0.288,-0.002,-26.792,-13.291,-79.966,-0.406,-0.161,-0.81,,
10.38968,-0.71,0.245,-0.09,-29.251,-4.856,-59.719,-0.397,-0.166,-0.809,,
10.404176,-0.733,0.271,-0.127,-28.753,20.983,-43.951,-0.393,-0.176,-0.806,,
10.418928,-0.698,0.246,-0.116,-25.41,53.489,-33.976,-0.388,-0.182,-0.802,97025.797,41.672
10.433488,-0.655,0.312,-0.11,-20.484,89.749,-20.562,-0.379,-0.188,-0.809,,
10.452208,-0.88,0.308,0.029,-21,113.811,11.095,-0.378,-0.186,-0.804,,
10.466864,-0.915,0.385,0.024,-28.35,105.954,38.237,-0.371,-0.189,-0.817,,
10.481392,-0.819,0.336,0.014,-35.368,85.173,69.825,-0.375,-0.185,-0.819,,
10.496144,-0.699,0.282,-0.014,-38.342,74.305,87.063,-0.374,-0.176,-0.819,97043.187,41.675
10.510768,-0.646,0.232,-0.036,-40.11,71.374,95.673,-0.383,-0.176,-0.828,,
10.525296,-0.757,0.245,-0.186,-40.46,71.137,99.768,-0.386,-0.175,-0.828,,
10.542896,-0.827,0.187,0.038,-41.606,61.653,107.004,-0.396,-0.166,-0.829,,
10.557424,-0.87,0.281,0.203,-42.84,62.195,115.421,-0.402,-0.156,-0.836,,
10.57208,-0.867,0.246,0.171,-50.391,34.632,131.049,-0.408,-0.148,-0.828,97059.609,41.668
10.586704,-0.865,0.208,0.104,-54.74,3.15,139.633,-0.416,-0.141,-0.822,,
10.601296,-0.731,0.14,0.053,-56.035,-28.394,139.965,-0.435,-0.125,-0.825,,
10.615984,-0.707,0.117,0.088,-54.25,-52.771,130.428,-0.445,-0.121,-0.82,,
10.631696,-0.794,0.119,0.103,-51.826,-76.221,120.951,-0.453,-0.1,-0.812,,
10.66056,-0.959,0.1,0.037,-50.671,-122.063,105.595,-0.472,-0.088,-0.787,97071.359,41.667
10.675312,-0.982,0.092,-0.07,-53.077,-135.152,92.942,-0.48,-0.079,-0.779,,
10.689936,-0.886,0.071,-0.066,-55.195,-147.761,86.293,-0.491,-0.076,-0.751,,
10.704688,-0.941,0.068,-0.031,-55.493,-158.069,75.512,-0.505,-0.066,-0.732,,
10.719312,-1.008,0.055,-0.05,-52.185,-176.269,66.789,-0.513,-0.056,-0.714,,
10.734096,-1.047,0.078,-0.098,-50.575,-182.402,53.865,-0.518,-0.045,-0.688,97072.906,41.662
10.751536,-1.018,0.091,-0.096,-48.72,-176.391,52.185,-0.523,-0.052,-0.678,,
10.766064,-1.055,0.038,-0.163,-50.654,-159.294,43.339,-0.523,-0.04,-0.651,,
10.780816,-1.071,0.042,-0.277,-58.231,-131.171,32.235,-0.52,-0.035,-0.629,,
10.795344,-1.123,0.057,-0.244,-60.708,-105.42,22.715,-0.52,-0.031,-0.604,,
10.810064,-1.187,0.086,-0.302,-61.443,-77.823,22.173,-0.522,-0.026,-0.599,97084.437,41.66
10.824656,-1.256,0.164,-0.273,-58.66,-51.739,28.009,-0.521,-0.021,-0.575,,
10.843376,-1.242,0.201,-0.262,-52.876,-15.89,55.178,-0.517,-0.019,-0.576,,
10.85816,-1.285,0.16,-0.34,-49.822,21.98,72.17,-0.515,-0.006,-0.572,,
10.872752,-1.294,0.078,-0.348,-52.526,62.125,73.491,-0.526,0.007,-0.579,,
10.887536,-1.359,0.141,-0.264,-57.89,87.832,74.506,-0.531,0.011,-0.592,97087.047,41.65
10.902192,-1.336,0.138,-0.21,-59.64,98.866,85.89,-0.534,0.026,-0.596,,
10.916784,-1.337,0.196,-0.088,-58.494,108.99,108.063,-0.541,0.032,-0.594,,
10.931536,-1.326,0.225,-0.143,-57.295,109.454,142.923,-0.546,0.046,-0.606,,
10.949008,-1.325,0.103,-0.08,-56.971,114.056,183.216,-0.559,0.066,-0.615,,
10.96376,-1.374,0.008,-0.067,-59.71,105.324,195.431,-0.572,0.102,-0.644,97096.609,41.65
10.978224,-1.399,-0.061,-0.037,-62.877,88.743,186.55,-0.572,0.125,-0.648,,
10.992784,-1.386,-0.07,0.007,-62.545,56.472,173.609,-0.577,0.137,-0.651,,
11.007504,-1.385,-0.064,0.001,-59.981,25.541,161.385,-0.577,0.159,-0.654,,
11.022032,-1.356,-0.028,-0.031,-57.146,5.985,163.66,-0.58,0.178,-0.663,,
11.040944,-1.323,-0.056,-0.029,-55.484,-8.698,173.845,-0.576,0.211,-0.654,97109.875,41.645
11.055568,-1.278,-0.128,-0.024,-55.108,-20.353,166.381,-0.572,0.229,-0.655,,
11.070192,-1.258,-0.201,-0.04,-55.528,-35.123,142.616,-0.572,0.253,-0.646,,
11.084944,-1.259,-0.226,-0.005,-56.464,-54.932,106.304,-0.564,0.258,-0.647,,
11.099504,-1.18,-0.203,-0.059,-58.415,-72.467,71.724,-0.569,0.269,-0.64,,
11.114256,-1.126,-0.177,-0.151,-60.917,-74.314,42.542,-0.562,0.285,-0.638,97105.75,41.636
11.13176,-1.042,-0.116,-0.188,-63.368,-49.114,24.028,-0.561,0.291,-0.631,,
11.146352,-0.957,-0.116,-0.169,-64.391,-25.629,18.218,-0.557,0.296,-0.628,,
11.161104,-0.904,-0.155,-0.14,-66.238,-2.424,15.969,-0.555,0.291,-0.621,,
11.1756,-0.9,-0.21,-0.079,-69.169,9.573,7.56,-0.561,0.297,-0.622,,
11.19032,-0.9,-0.228,-0.076,-73.246,5.67,-12.267,-0.56,0.3,-0.63,97116.844,41.632
11.204848,-0.856,-0.165,-0.11,-78.076,4.576,-29.531,-0.558,0.302,-0.629,,
11.219408,-0.755,-0.135,-0.16,-82.04,11.349,-39.086,-0.56,0.292,-0.627,,
11.238224,-0.805,-0.113,-0.198,-83.501,33.381,-44.389,-0.563,0.292,-0.641,,
11.252784,-0.764,-0.095,-0.232,-83.545,67.813,-39.051,-0.564,0.283,-0.643,,
11.267504,-0.742,-0.093,-0.179,-82.871,97.528,-26.119,-0.564,0.28,-0.652,97121.297,41.636
11.28216,-0.771,-0.122,-0.105,-82.364,124.793,-11.672,-0.562,0.282,-0.669,,
11.296688,-0.832,-0.141,-0.042,-83.186,120.619,-8.592,-0.567,0.276,-0.682,,
11.311472,-0.887,-0.161,-0.053,-83.842,100.336,-9.712,-0.564,0.278,-0.713,,
11.328976,-0.807,-0.132,-0.071,-85.942,84.971,-16.31,-0.563,0.275,-0.719,,
11.343632,-0.785,-0.122,-0.042,-85.855,86.984,-13.125,-0.56,0.273,-0.733,97136.859,41.636
11.358256,-0.924,-0.13,-0.091,-84.77,95.226,-7.14,-0.563,0.274,-0.751,,
11.372752,-0.897,-0.094,-0.092,-84.035,112.228,3.588,-0.562,0.274,-0.759,,
11.387408,-0.813,-0.124,-0.073,-83.3,119.306,14.936,-0.561,0.271,-0.765,,
11.401904,-0.864,-0.141,0.003,-82.46,108.605,22.601,-0.554,0.265,-0.79,,
11.420688,-0.934,-0.176,0.147,-80.106,69.309,31.693,-0.551,0.268,-0.795,97167.5,41.646
11.435216,-0.84,-0.21,0.056,-78.925,42.779,27.755,-0.547,0.27,-0.808,,
11.449744,-0.846,-0.206,0.008,-79.546,31.176,18.944,-0.547,0.271,-0.82,,
11.4644,-0.961,-0.165,-0.02,-79.809,33.924,14.586,-0.542,0.267,-0.818,,
11.479024,-0.903,-0.181,-0.058,-79.817,43.225,16.721,-0.544,0.264,-0.818,,
11.493712,-0.834,-0.205,0,-81.497,57.059,11.594,-0.54,0.261,-0.834,97165.641,41.643
11.508336,-0.872,-0.236,0.101,-79.476,51.406,6.676,-0.539,0.261,-0.842,,
11.525872,-0.935,-0.258,0.154,-74.769,32.34,-8.006,-0.538,0.258,-0.849,,
11.540432,-0.949,-0.243,0.081,-72.537,16.266,-21.236,-0.537,0.255,-0.856,,
11.554928,-0.974,-0.285,0.01,-72.144,1.531,-25.419,-0.535,0.251,-0.852,,
11.569584,-1.014,-0.327,-0.002,-75.224,-3.938,-40.548,-0.536,0.247,-0.851,97161.625,41.641
11.583984,-1.037,-0.249,0.002,-79.861,2.398,-55.799,-0.538,0.229,-0.864,,
11.598384,-0.989,-0.255,0.012,-80.92,20.974,-65.039,-0.541,0.224,-0.866,,
11.617232,-1.009,-0.273,0.12,-74.891,16.013,-88.095,-0.539,0.211,-0.873,,
11.631728,-1.009,-0.313,0.055,-69.755,5.364,-99.505,-0.535,0.201,-0.864,,
11.646288,-0.99,-0.275,0.01,-68.101,-0.534,-109.778,-0.535,0.186,-0.864,97178.047,41.645
11.66088,-0.992,-0.203,0.036,-69.204,-1.934,-110.32,-0.534,0.161,-0.875,,
11.675376,-0.994,-0.139,0.078,-70.989,-5.74,-105.639,-0.54,0.149,-0.878,,
11.690064,-0.952,-0.146,0.119,-72.739,-5.477,-102.147,-0.535,0.135,-0.868,,
11.704464,-0.924,-0.177,0.063,-71.531,3.447,-99.295,-0.534,0.125,-0.853,,
11.722096,-0.986,-0.203,0.11,-66.168,-0.613,-99.006,-0.531,0.105,-0.864,97179.906,41.636
11.736624,-1.004,-0.174,0.061,-61.066,-12.075,-88.839,-0.529,0.093,-0.859,,
11.75112,-0.974,-0.084,0.131,-59.693,-18.515,-77.787,-0.529,0.068,-0.864,,
11.765776,-1.011,0.015,0.162,-60.051,-21.56,-61.539,-0.527,0.063,-0.863,,
11.780272,-1.023,-0.042,0.15,-59.412,-14.166,-45.202,-0.528,0.055,-0.851,,
11.79496,-1.031,-0.059,0.091,-57.234,-6.851,-32.463,-0.528,0.049,-0.843,97214.578,41.648
11.81368,-1.017,-0.149,0.122,-54.757,3.106,-16.879,-0.526,0.038,-0.851,,
11.828176,-1.014,-0.124,0.136,-53.489,-0.053,-9.669,-0.523,0.038,-0.845,,
11.842864,-0.996,-0.003,0.193,-52.736,-0.525,-0.105,-0.521,0.035,-0.851,,
11.857392,-1.02,0.01,0.252,-51.669,-10.955,14.788,-0.522,0.034,-0.846,,
11.87208,-1.026,-0.089,0.194,-49.507,-20.405,26.722,-0.521,0.038,-0.835,97212.187,41.648
11.886608,-1.02,-0.173,0.147,-46.55,-21.954,29.558,-0.525,0.034,-0.826,,
11.90392,-1.058,-0.217,0.134,-44.38,-17.92,22.015,-0.528,0.036,-0.827,,
11.918608,-1.039,-0.179,0.191,-41.641,-20.239,11.349,-0.53,0.001,-0.822,,
11.932976,-1.068,-0.059,0.225,-35.963,-28.201,2.572,-0.534,0.034,-0.813,,
11.947632,-1.11,-0.014,0.239,-34.563,-37.905,5.827,-0.534,0.038,-0.817,97225.437,41.643
11.96216,-1.153,-0.104,0.201,-31.937,-52.491,20.379,-0.535,0.033,-0.811,,
11.976688,-1.153,-0.22,0.136,-30.546,-58.362,22.575,-0.539,0.031,-0.795,,
11.991216,-1.145,-0.234,0.152,-30.538,-53.611,7.997,-0.543,0.03,-0.792,,
12.00984,-1.198,-0.16,0.209,-30.118,-41.379,-28.595,-0.546,0.028,-0.789,,
12.024528,-1.228,-0.119,0.212,-28.735,-38.876,-52.771,-0.544,0.024,-0.782,97238.5,41.648
12.03896,-1.281,-0.13,0.178,-26.609,-40.679,-67.76,-0.541,0.019,-0.773,,
12.05352,-1.266,-0.163,0.131,-23.87,-44.476,-63.805,-0.537,0.011,-0.77,,
12.068048,-1.253,-0.196,0.174,-23.634,-37.8,-71.076,-0.533,0.008,-0.765,,
12.082448,-1.211,-0.154,0.2,-23.555,-26.521,-97.729,-0.535,-0.002,-0.762,,
12.09992,-1.195,-0.098,0.172,-21.84,-16.03,-126.411,-0.531,-0.021,-0.753,97249.062,41.647
12.11448,-1.157,-0.085,0.185,-19.722,-16.074,-139.379,-0.521,-0.037,-0.75,,
12.128848,-1.197,-0.077,0.148,-17.605,-24.167,-138.687,-0.512,-0.046,-0.746,,
12.143536,-1.155,0.057,0.163,-15.724,-30.739,-127.067,-0.5,-0.064,-0.737,,
12.157904,-1.153,0.073,0.137,-15.566,-39.121,-104.72,-0.497,-0.075,-0.736,,
12.17256,-1.162,0.046,0.127,-14.648,-40.233,-91.446,-0.49,-0.086,-0.739,97251.453,41.647
12.190992,-1.16,0.002,0.165,-12.39,-38.754,-81.576,-0.481,-0.102,-0.732,,
12.205392,-1.156,0.008,0.183,-10.719,-40.162,-73.71,-0.478,-0.108,-0.732,,
12.22008,-1.225,0.026,0.193,-9.599,-48.965,-55.825,-0.473,-0.108,-0.73,,
12.23448,-1.234,0.132,0.159,-9.126,-56.114,-34.143,-0.471,-0.119,-0.714,,
12.249168,-1.252,0.157,0.16,-10.063,-63.858,-2.249,-0.467,-0.119,-0.712,97251.453,41.647
12.263728,-1.284,0.112,0.089,-10.587,-69.186,23.362,-0.466,-0.116,-0.71,,
12.278256,-1.265,0.008,0.061,-9.791,-65.03,29.356,-0.466,-0.12,-0.689,,
12.296912,-1.304,-0.038,0.135,-7.796,-52.946,27.099,-0.472,-0.107,-0.68,,
12.310192,-1.269,0.02,0.147,-6.895,-48.099,25.673,-0.472,-0.112,-0.673,,
12.325904,-1.329,0.04,0.118,-5.845,-43.452,30.8,-0.471,-0.113,-0.664,97264.266,41.651
12.339216,-1.304,0.121,0.134,-5.512,-38.675,43.068,-0.475,-0.105,-0.671,,
12.354768,-1.295,-0.001,0.11,-5.407,-36.4,63.464,-0.477,-0.102,-0.665,,
12.368208,-1.26,-0.052,0.059,-4.611,-32.996,59.08,-0.482,-0.098,-0.651,,
12.394672,-1.211,-0.083,0.063,-3.483,-17.937,15.347,-0.489,-0.084,-0.655,,
12.409616,-1.24,-0.048,0.098,-2.957,-15.269,-10.439,-0.493,-0.084,-0.649,97274.047,41.652
12.424464,-1.25,-0.045,0.1,-2.713,-13.344,-26.005,-0.49,-0.087,-0.642,,
12.43928,-1.237,-0.007,0.07,-1.566,-13.676,-40.504,-0.487,-0.092,-0.644,,
12.454256,-1.19,-0.015,0.071,0.131,-18.69,-47.416,-0.48,-0.099,-0.636,,
12.469232,-1.126,-0.064,0.099,2.791,-25.375,-65.599,-0.479,-0.099,-0.646,,
12.485552,-1.089,-0.075,0.097,5.521,-34.484,-93.765,-0.475,-0.104,-0.641,97282.109,41.633
12.514928,-1.035,0.02,0.096,8.908,-43.138,-126.175,-0.453,-0.136,-0.631,,
12.5292,-1.078,0.103,0.084,10.544,-48.501,-126.665,-0.443,-0.143,-0.628,,
12.543504,-1.061,0.166,0.079,11.375,-48.79,-113.671,-0.432,-0.153,-0.626,,
12.557616,-1.084,0.141,0.081,11.506,-46.209,-92.33,-0.423,-0.167,-0.615,,
12.571952,-1.122,0.1,0.115,12.136,-47.688,-78.768,-0.416,-0.168,-0.613,97285.812,41.639
12.58616,-1.132,0.081,0.089,13.65,-57.12,-75.661,-0.405,-0.176,-0.619,,
12.603152,-1.073,0.143,0.09,15.706,-62.458,-70.446,-0.402,-0.215,-0.605,,
12.61736,-1.053,0.182,0.06,16.581,-68.084,-61.827,-0.391,-0.191,-0.6,,
12.631504,-1.074,0.212,0.056,16.161,-69.064,-44.923,-0.383,-0.192,-0.597,,
12.645744,-1.083,0.238,0.048,16.931,-63.963,-19.372,-0.378,-0.199,-0.587,97298.187,41.653
12.659856,-1.139,0.229,0.026,17.657,-55.807,7.569,-0.376,-0.199,-0.586,,
12.673904,-1.166,0.154,0.049,18.497,-50.706,23.756,-0.373,-0.203,-0.589,,
12.692368,-1.173,0.106,0.037,20.335,-51.205,24.99,-0.375,-0.201,-0.592,,
12.70648,-1.101,0.097,0.071,21.779,-47.941,23.362,-0.38,-0.203,-0.593,,
12.720752,-1.09,0.131,0.047,23.292,-42.84,21.98,-0.378,-0.196,-0.599,97293.953,41.65
12.734928,-1.101,0.174,0.004,25.532,-34.746,27.195,-0.377,-0.198,-0.592,,
12.749072,-1.072,0.161,0.01,27.388,-19.548,40.092,-0.378,-0.193,-0.594,,
